Proveedor,RUC_PROVEEDOR,División,Departamento,Fecha Proceso,Documento (OC - GR),Marca,Tipo Producto,Tipo Marca,Sucursal Destino,MH,TIP_PROVEEDOR,TIPO_MOV,Tarifas S/. CROSS,Tarifas S/. PICK,Tarifas S/. DEV,Tarifas S/. VERDES,Unidades CROSS,Unidades PICK,Unidades DEV,Unidades VERDES,Stock S/. CROSS,Stock S/. PICK,Stock S/. DEV,Stock S/. VERDES,Costo Log S/. CROSS,Costo Log S/. PICK,Costo Log S/. DEV,Costo Log S/. VERDES
ARTESCO S.A.,2010006732,INFANTIL,ESCOLAR,11/01/2024,2638899,SPIDERMAN,PQ,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,0.20,0.00,0.00,,12,,,,224.16,,,,2.34,,
ARTESCO S.A.,2010006732,INFANTIL,ESCOLAR,11/01/2024,2638899,STAR WARS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,0.20,0.00,0.00,,48,,,,4224.42,,,,9.37,,
ARTESCO S.A.,2010006732,INFANTIL,ESCOLAR,11/01/2024,2638899,MICKEY,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,0.20,0.00,0.00,,32,,,,2200.82,,,,6.25,,
ARTESCO S.A.,2010006732,INFANTIL,ESCOLAR,11/01/2024,2638899,MINNIE,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,0.20,0.00,0.00,,72,,,,7872.18,,,,14.06,,
ARTESCO S.A.,2010006732,INFANTIL,ESCOLAR,11/01/2024,2638899,MINNIE,PQ,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,0.20,0.00,0.00,,12,,,,224.16,,,,2.34,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,LINEA BLANCA,15/01/2024,2638992,SAMSUNG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,21.63,0.00,0.00,,122,,,,269572.26,,,,2638.64,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2638992,SAMSUNG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,16.32,0.00,0.00,,655,,,,1092306.12,,,,10691.77,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,LINEA BLANCA,8/01/2024,2638992,SAMSUNG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,20.37,0.00,0.00,,435,,,,905161.54,,,,8859.95,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,ELECTRODOMESTICOS,15/01/2024,2643509,SAMSUNG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,4.17,0.00,0.00,,100,,,,42635.6,,,,417.33,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,TELEFONIA MOVIL,19/01/2024,2644813,SAMSUNG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,3.44,0.00,0.00,,600,,,,422274,,,,2066.66,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,TELEFONIA MOVIL,17/01/2024,2644813,SAMSUNG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,19.94,0.00,0.00,,227,,,,925063.92,,,,4527.38,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,TELEFONIA MOVIL,5/01/2024,2641832,SAMSUNG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,1.39,0.00,0.00,,260,,,,73712.6,,,,360.76,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,TV-VIDEO,19/01/2024,2642594,SAMSUNG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,8.65,0.00,0.00,,237,,,,419041.44,,,,2050.84,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,TV-VIDEO,19/01/2024,2646334,SAMSUNG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,CROSS,11.43,0.00,0.00,0.00,157,,,,366625.16,,,,1794.31,,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,TV-VIDEO,19/01/2024,2646332,SAMSUNG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,12.63,0.00,0.00,,239,,,,616986.5,,,,3019.61,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,TV-VIDEO,11/01/2024,2642594,SAMSUNG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,10.01,0.00,0.00,,620,,,,1267688.4,,,,6204.23,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,AUDIO,4/01/2024,2638174,SAMSUNG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,PICK,0.00,6.16,0.00,0.00,,22,,,,27678.9,,,,135.46,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,AUDIO,4/01/2024,2638174,SAMSUNG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,4.19,0.00,0.00,,40,,,,34225.2,,,,167.50,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,ELECTRONICA MENOR,19/01/2024,2646027,SAMSUNG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,0.97,0.00,0.00,0.00,250,,,,49750,,,,243.48,,,
SAMSUNG ELECTRONICS PERU SAC,2030026357,ELECTROHOGAR,ELECTRONICA MENOR,19/01/2024,2646026,SAMSUNG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,0.97,0.00,0.00,,750,,,,149250,,,,730.45,,
LAZZOS COMERCIALES SAC,2054674724,CALZADO,TERCERA CALZADO MUJER MODA,5/01/2024,2643350,BEIRA RIO,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,756,,,,44769.24,,,,295.29,,,
LAZZOS COMERCIALES SAC,2054674724,CALZADO,TERCERA CALZADO MUJER MODA,5/01/2024,2643349,BEIRA RIO,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,0.00,0.00,,84,,,,4974.36,,,,143.09,,
LAZZOS COMERCIALES SAC,2054674724,CALZADO,TERCERA CALZADO MUJER MODA,8/01/2024,2643622,MOLECA,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,5208,,,,240634.8,,,,2034.24,,,
LAZZOS COMERCIALES SAC,2054674724,CALZADO,TERCERA CALZADO MUJER MODA,8/01/2024,2643621,MOLECA,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,0.00,0.00,,12,,,,182.4,,,,20.44,,
LAZZOS COMERCIALES SAC,2054674724,CALZADO,TERCERA CALZADO MUJER MODA,18/01/2024,2645995,MODARE,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,0.00,0.00,,120,,,,8795.16,,,,204.41,,
LAZZOS COMERCIALES SAC,2054674724,CALZADO,TERCERA CALZADO MUJER MODA,18/01/2024,2645996,MODARE,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,3216,,,,235928.64,,,,1256.17,,,
LAZZOS COMERCIALES SAC,2054674724,CALZADO,TERCERA CALZADO MUJER MODA,9/01/2024,2643677,BEIRA RIO,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,2940,,,,166182.84,,,,1148.36,,,
LAZZOS COMERCIALES SAC,2054674724,CALZADO,TERCERA CALZADO JUVENIL MODA,9/01/2024,2642252,ORTOPASSO,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,509,,,,32522.03,,,,198.82,,,
LAZZOS COMERCIALES SAC,2054674724,CALZADO,TERCERA CALZADO JUVENIL MODA,9/01/2024,2642251,ORTOPASSO,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,0.00,0.00,,65,,,,4171.35,,,,110.72,,
AMPHORA PERU S.A.C.,2049228163,ACCESORIOS,ACCESORIOS TERCERAS,8/01/2024,2642504,ZIOL & ZAKY,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,1.95,0.00,0.00,0.00,2266,,,,287086.94,,,,4425.50,,,
AMPHORA PERU S.A.C.,2049228163,ACCESORIOS,ACCESORIOS TERCERAS,12/01/2024,2643190,ZIOL & ZAKY,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,1.95,0.00,0.00,0.00,2541,,,,136166.68,,,,4962.57,,,
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,19/01/2024,2646658,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,2112.83,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,19/01/2024,2646510,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1209.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,19/01/2024,2646364,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1743.36,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,19/01/2024,2644557,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,2112.83,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,19/01/2024,2644752,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1092.49,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,19/01/2024,2646576,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,2,,,,4225.66,,,,31.16
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2646691,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1041.68,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2645036,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1743.36,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2645210,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1092.49,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2644684,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1192.48,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2645009,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1319.64,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2644756,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,2112.83,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2646626,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1209.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2644876,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,2112.83,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2644905,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,2112.83,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2644749,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1784.86,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2645049,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,2112.83,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2644678,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1041.68,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2644589,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,764.53,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2645106,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,764.53,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2645013,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,2112.83,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2644765,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,764.53,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,20/01/2024,2646428,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1209.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,17/01/2024,2643254,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,28.00,0.00,0.00,,505,,,,577931.85,,,,14142.36,,
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2641810,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,2945.02,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2643103,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,3,,,,1474.38,,,,46.74
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2641638,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1784.86,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2642896,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,3,,,,3628.38,,,,46.74
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2642613,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,2945.02,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2642673,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,491.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2642465,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,4,,,,1965.84,,,,62.32
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,18/01/2024,2643254,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,35.33,0.00,0.00,,934,,,,1348496.25,,,,32998.55,,
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,18/01/2024,2646402,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,2,,,,3491.75,,,,31.16
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,18/01/2024,2646438,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1092.49,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2645054,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1041.68,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2644971,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1092.49,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2644723,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1885.73,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2644752,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1885.73,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2644544,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1209.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2642473,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,8,,,,3931.68,,,,124.64
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2641913,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,4,,,,7139.44,,,,62.32
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2641403,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1056.05,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2641858,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,728.08,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2641157,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,2084.05,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2641800,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1494.2,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2643000,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1420.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2642804,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1056.05,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2642665,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,3,,,,4472.34,,,,46.74
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2641411,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1056.05,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2643215,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,491.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2642449,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,6,,,,2948.76,,,,93.48
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2642623,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,10,,,,14907.8,,,,155.81
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2642781,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1209.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2642663,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,8,,,,11926.24,,,,124.64
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2642889,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1209.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2641340,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1056.05,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,4/01/2024,2642456,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,491.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642473,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,4,,,,1965.84,,,,62.32
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642884,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1490.78,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642717,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1378.92,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642690,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,381.51,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642864,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1209.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642850,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,491.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642844,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1209.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642888,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,491.46,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642727,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1056.05,,,,15.58
ELECTROANDINA INDUSTRIAL S.A.C.,2051057945,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642754,INDURAMA,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1490.78,,,,15.58
