Proveedor,RUC_PROVEEDOR,División,Departamento,Fecha Proceso,Documento (OC - GR),Marca,Tipo Producto,Tipo Marca,Sucursal Destino,MH,TIP_PROVEEDOR,TIPO_MOV,Tarifas S/. CROSS,Tarifas S/. PICK,Tarifas S/. DEV,Tarifas S/. VERDES,Unidades CROSS,Unidades PICK,Unidades DEV,Unidades VERDES,Stock S/. CROSS,Stock S/. PICK,Stock S/. DEV,Stock S/. VERDES,Costo Log S/. CROSS,Costo Log S/. PICK,Costo Log S/. DEV,Costo Log S/. VERDES
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,15/01/2024,2643500,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,,0.00,36.72,0.00,0.00,,299,,,,537807.3,,,,10979.79,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,17/01/2024,2643500,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,,0.00,31.38,0.00,0.00,,735,,,,1129617.78,,,,23062.11,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2643500,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,,0.00,62.35,0.00,0.00,,348,,,,1062790.73,,,,21697.78,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,17/01/2024,2644434,LG,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,,0.00,1.58,0.00,0.00,,20,,,,5816,,,,31.66,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,17/01/2024,2644434,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,,0.00,2.04,0.00,0.00,,106,,,,39628.6,,,,215.75,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,17/01/2024,2644435,LG,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,1.58,0.00,0.00,0.00,10,,,,2908,,,,15.83,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,17/01/2024,2644435,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,1.78,0.00,0.00,0.00,10,,,,3272.4,,,,17.82,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,19/01/2024,2644386,LG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,1.36,0.00,0.00,,25,,,,5574.5,,,,34.10,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,19/01/2024,2644386,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,6.61,0.00,0.00,,15,,,,16196.85,,,,99.09,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,19/01/2024,2644387,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,CROSS,2.73,0.00,0.00,0.00,5,,,,2233.55,,,,13.66,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,19/01/2024,2644387,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,4.18,0.00,0.00,0.00,36,,,,24609.6,,,,150.55,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,11/01/2024,2644386,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,PICK,0.00,2.73,0.00,0.00,,3,,,,1340.13,,,,8.20,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,11/01/2024,2644386,LG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,1.36,0.00,0.00,,40,,,,8919.2,,,,54.56,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,11/01/2024,2644386,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,9.80,0.00,0.00,,2,,,,3205.28,,,,19.61,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,11/01/2024,2644387,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,CROSS,2.73,0.00,0.00,0.00,3,,,,1340.13,,,,8.20,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,11/01/2024,2644387,LG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,1.36,0.00,0.00,0.00,15,,,,3344.7,,,,20.46,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,11/01/2024,2644387,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,8.21,0.00,0.00,0.00,6,,,,8049.74,,,,49.25,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRONICA MENOR,6/01/2024,2642125,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,CROSS,4.52,0.00,0.00,0.00,5,,,,4149.6,,,,22.59,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRONICA MENOR,6/01/2024,2642125,LG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,2.26,0.00,0.00,0.00,45,,,,18659.7,,,,101.59,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRONICA MENOR,6/01/2024,2642124,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,PICK,0.00,4.52,0.00,0.00,,5,,,,4149.6,,,,22.59,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRONICA MENOR,6/01/2024,2642124,LG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,2.26,0.00,0.00,,55,,,,22806.3,,,,124.16,,
MAPED PERU S.A.C.,2054456344,INFANTIL,ESCOLAR,11/01/2024,2640271,MAPED,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,0.20,0.00,0.00,0.00,2972,,,,66067.48,,,,580.43,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,12/01/2024,2643674,L`OREAL,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,856,,,,41282.57,,,,2767.70,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,12/01/2024,2643674,MAYBELLINE,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,2225,,,,76940.55,,,,7194.09,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,12/01/2024,2643674,GARNIER,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,25,,,,572.99,,,,80.83,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,12/01/2024,2643674,L'OREAL MAQ.,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,11,,,,586.63,,,,35.57,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,12/01/2024,2643674,BMX,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,207,,,,8091.63,,,,669.29,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,18/01/2024,2645448,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,1.07,0.00,0.00,,230,,,,6952.9,,,,247.05,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,18/01/2024,2645449,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,0.00,0.00,6721,,,,203175.83,,,,1750.15,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,10/01/2024,2643501,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,0.20,0.00,0.00,,155,,,,7631.55,,,,30.27,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,10/01/2024,2643510,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,1.07,0.00,0.00,,340,,,,18936.7,,,,365.21,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,10/01/2024,2643511,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,0.00,0.00,4070,,,,203208.8,,,,1059.83,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,10/01/2024,2643511,ADIDAS,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.50,0.00,0.00,0.00,440,,,,17806.8,,,,219.60,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2024,2643502,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,0.20,0.00,0.00,0.00,2920,,,,121670.85,,,,570.28,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2024,2643502,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.20,0.00,0.00,0.00,135,,,,3389.1,,,,26.37,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2024,2643502,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.20,0.00,0.00,0.00,105,,,,3711.75,,,,20.51,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2024,2643832,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.20,0.00,0.00,0.00,800,,,,24184,,,,156.24,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,6/01/2024,2642289,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,2712,,,,287544.24,,,,1059.31,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,6/01/2024,2642288,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,0.00,0.00,,168,,,,18053.04,,,,286.18,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,18/01/2024,2645389,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,2494,,,,349851.3,,,,974.16,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,18/01/2024,2645388,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,0.00,0.00,,384,,,,53419.8,,,,654.12,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO JUVENIL URBANO,4/01/2024,2641876,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,0.00,0.00,,48,,,,4402.56,,,,81.77,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO JUVENIL URBANO,4/01/2024,2641877,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,552,,,,50629.44,,,,215.61,,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO MUJER URBANO,6/01/2024,2642155,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,0.00,0.00,,84,,,,11455.32,,,,143.09,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO MUJER URBANO,6/01/2024,2642156,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,1392,,,,188731.8,,,,543.72,,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO HOMBRE URBANO,4/01/2024,2641868,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,1668,,,,234518.76,,,,651.52,,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO HOMBRE URBANO,4/01/2024,2641867,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,0.00,0.00,,96,,,,16244.76,,,,163.53,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,11/01/2024,2643882,COVERGIRL,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,950,,,,32113.36,,,,3071.64,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,11/01/2024,2643882,MAX FACTOR,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,752,,,,32966.35,,,,2431.44,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,11/01/2024,2643882,JEANNE ARTHES,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,15,,,,633.06,,,,48.50,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,11/01/2024,2643882,ULRIC DE VARENS,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,1,,,,44.49,,,,3.23,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,11/01/2024,2643881,COVERGIRL,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,2,,,,69.79,,,,22.52,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,11/01/2024,2643881,MAX FACTOR,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,28,,,,1170.79,,,,315.34,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,11/01/2024,2643881,JEANNE ARTHES,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,2,,,,82.63,,,,22.52,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,16/01/2024,2644956,MAX FACTOR,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,569,,,,24117.07,,,,1839.75,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,16/01/2024,2644956,SALLY HANSEN,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,273,,,,6478.29,,,,882.69,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,16/01/2024,2644955,MAX FACTOR,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,10,,,,416.3,,,,112.62,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,16/01/2024,2644955,SALLY HANSEN,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,13,,,,308.49,,,,146.41,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,15/01/2024,2644936,LANCOME,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,26,,,,3909.1,,,,292.82,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,15/01/2024,2644936,DAVIDOFF,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,8,,,,1198.38,,,,90.10,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,15/01/2024,2644960,TOUS,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,680,,,,50252,,,,2198.64,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,15/01/2024,2644937,GIVENCHY,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,27,,,,2454.84,,,,87.30,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,15/01/2024,2644937,LANCOME,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,383,,,,57584.05,,,,1238.35,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,15/01/2024,2644937,DAVIDOFF,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,228,,,,34246.59,,,,737.19,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,15/01/2024,2644959,TOUS,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,20,,,,1478,,,,225.25,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,15/01/2024,2644980,HUGO BOSS,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,200,,,,21560,,,,646.66,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2024,2644667,DKNY,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,6,,,,1241.1,,,,67.57,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2024,2644668,DKNY,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,76,,,,15970.78,,,,245.73,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,16/01/2024,2645286,DAVIDOFF,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,6,,,,948.22,,,,67.57,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,16/01/2024,2645287,DAVIDOFF,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,88,,,,14102.48,,,,284.53,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,GIVENCHY,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,16,,,,2437.03,,,,180.20,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,TOMMY HILFIGER,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,1,,,,151.93,,,,11.26,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,HUGO BOSS,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,5,,,,1251.46,,,,56.31,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,GIORGIO ARMANI,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,14,,,,4769.06,,,,157.67,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,LANCOME,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,12,,,,1479.15,,,,135.15,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,DONNA KARAN,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,1,,,,273.97,,,,11.26,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,TOUS,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,2,,,,334.37,,,,22.52,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,YVES SAINT LAURENT,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,2,,,,718.78,,,,22.52,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,CHRISTIAN DIOR,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,28,,,,4694.66,,,,315.34,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,GUCCI,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,1,,,,377.69,,,,11.26,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,RALPH LAUREN,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,2,,,,560.13,,,,22.52,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,KENZO,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,1,,,,273.97,,,,11.26,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,NARCISO RODRIGUEZ,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,1,,,,365.49,,,,11.26,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,SHISEIDO,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,4,,,,571.12,,,,45.05,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642296,BURBERRY,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,1,,,,286.17,,,,11.26,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,GIVENCHY,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,58,,,,8909.81,,,,187.53,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,TOMMY HILFIGER,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,9,,,,1422.29,,,,29.10,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,HUGO BOSS,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,13,,,,3825.16,,,,42.03,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,LACOSTE,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,4,,,,870.1,,,,12.93,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,ELIZABETH ARDEN,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,5,,,,715.13,,,,16.17,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,GIORGIO ARMANI,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,8,,,,2411.4,,,,25.87,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,LANCOME,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,165,,,,32993.26,,,,533.49,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,CHANEL,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,26,,,,9490.58,,,,84.07,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,DONNA KARAN,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,7,,,,1917.79,,,,22.63,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,TOUS,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,31,,,,5838.69,,,,100.23,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,YVES SAINT LAURENT,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,6,,,,2131.93,,,,19.40,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,CHRISTIAN DIOR,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,521,,,,73571.3,,,,1684.55,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,GUCCI,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,3,,,,1081.83,,,,9.70,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,ISSEY MIYAKE,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,1,,,,225.15,,,,3.23,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,THIERRY MUGLER,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,1,,,,182.44,,,,3.23,,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,5/01/2024,2642297,RALPH LAUREN,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,4,,,,1291.11,,,,12.93,,,
