Proveedor,RUC_PROVEEDOR,División,Departamento,Fecha Proceso,Documento (OC - GR),Marca,Tipo Producto,Tipo Marca,Sucursal Destino,MH,TIP_PROVEEDOR,TIPO_MOV,Tarifas S/. CROSS,Tarifas S/. PICK,Tarifas S/. DEV,Tarifas S/. VERDES,Unidades CROSS,Unidades PICK,Unidades DEV,Unidades VERDES,Stock S/. CROSS,Stock S/. PICK,Stock S/. DEV,Stock S/. VERDES,Costo Log S/. CROSS,Costo Log S/. PICK,Costo Log S/. DEV,Costo Log S/. VERDES
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,26/01/2024,2643500,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,72.33,,0.00,,167,,,,591646.85,,,,12078.97,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,15/02/2024,2643500,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,56.32,,0.00,,4,,,,11034.32,,,,225.28,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,15/02/2024,2647981,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,30.44,,0.00,,100,,,,149078,,,,3043.55,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,20/02/2024,2651328,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,30.53,,0.00,,1406,,,,2102487.57,,,,42924.07,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,30/01/2024,2643500,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,34.24,,0.00,,125,,,,209652.5,,,,4280.23,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,30/01/2024,2647661,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,34.67,,0.00,,406,,,,689527.12,,,,14077.28,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,19/02/2024,2643500,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,79.16,,0.00,,4,,,,15508.88,,,,316.63,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,31/01/2024,2643500,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,61.66,,0.00,,29,,,,87592.36,,,,1788.27,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,31/01/2024,2647981,LG,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,33.34,,0.00,,816,,,,1332614.44,,,,27206.46,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,12/02/2024,2650288,LG,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,1.90,,0.00,,30,,,,10473,,,,57.02,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,12/02/2024,2650288,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,1.88,,0.00,,121,,,,41673.12,,,,226.88,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,12/02/2024,2650289,LG,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,1.90,0.00,,0.00,55,,,,19200.5,,,,104.53,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,12/02/2024,2650289,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,1.86,0.00,,0.00,148,,,,50501.18,,,,274.94,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,27/01/2024,2644434,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,1.90,,0.00,,24,,,,8378.4,,,,45.61,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,23/01/2024,2645434,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,15.52,,0.00,,478,,,,1212417.49,,,,7417.16,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,23/01/2024,2645436,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,CROSS,24.57,0.00,,0.00,195,,,,783167.58,,,,4791.15,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,26/01/2024,2645434,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,10.21,,0.00,,1860,,,,3104373.79,,,,18991.50,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,26/01/2024,2645436,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,CROSS,11.64,0.00,,0.00,120,,,,228224.63,,,,1396.20,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,16/02/2024,2650382,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,10.01,,0.00,,574,,,,939177.04,,,,5745.57,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,17/02/2024,2650384,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,CROSS,10.63,0.00,,0.00,103,,,,178981.97,,,,1094.95,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,15/02/2024,2650382,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,10.63,,0.00,,454,,,,789104.33,,,,4827.47,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,7/02/2024,2645433,LG,PQ,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,0.26,,0.00,,1000,,,,42000,,,,256.94,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,19/02/2024,2650382,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,23.38,,0.00,,30,,,,114640.2,,,,701.33,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,31/01/2024,2645435,LG,PQ,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,0.26,0.00,,0.00,110,,,,4620,,,,28.26,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,31/01/2024,2645435,LG,BT - TV,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,6.84,0.00,,0.00,38,,,,42480.2,,,,259.88,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,31/01/2024,2645433,LG,PQ,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,0.26,,0.00,,440,,,,18480,,,,113.05,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,31/01/2024,2645433,LG,BT - TV,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,6.84,,0.00,,2,,,,2235.8,,,,13.68,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,31/01/2024,2647959,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,CROSS,12.32,0.00,,0.00,32,,,,64465.92,,,,394.38,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,31/01/2024,2648564,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,9.91,,0.00,,212,,,,343448.48,,,,2101.10,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,31/01/2024,2647983,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,18.66,,0.00,,60,,,,183004.8,,,,1119.56,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,31/01/2024,2647958,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,12.32,,0.00,,60,,,,120873.6,,,,739.46,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,8/02/2024,2648988,LG,BT - TV,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,10.54,,0.00,,200,,,,344520,,,,2107.66,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,22/01/2024,2645990,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,PICK,0.00,10.57,,0.00,,20,,,,34561.8,,,,211.44,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,22/01/2024,2645991,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,CROSS,10.57,0.00,,0.00,80,,,,138247.2,,,,845.75,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,26/01/2024,2644386,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,5.11,,0.00,,122,,,,101876.08,,,,623.24,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,26/01/2024,2644387,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,5.61,0.00,,0.00,127,,,,116423.47,,,,712.24,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,14/02/2024,2649495,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,14.59,0.00,,0.00,21,,,,50099.49,,,,306.49,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,14/02/2024,2650026,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,CROSS,6.84,0.00,,0.00,6,,,,6707.4,,,,41.03,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,14/02/2024,2650026,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,4.50,0.00,,0.00,35,,,,25765.74,,,,157.63,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,14/02/2024,2650025,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,PICK,0.00,6.84,,0.00,,2,,,,2235.8,,,,13.68,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,14/02/2024,2650025,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,3.93,,0.00,,135,,,,86651.76,,,,530.11,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRONICA MENOR,23/01/2024,2642125,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,NORMAL,CROSS,4.52,0.00,,0.00,4,,,,3319.68,,,,18.07,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRONICA MENOR,23/01/2024,2642125,LG,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,6.13,0.00,,0.00,5,,,,5632.65,,,,30.67,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRONICA MENOR,23/01/2024,2642125,LG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,1.86,0.00,,0.00,256,,,,87615.46,,,,477.00,,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRONICA MENOR,23/01/2024,2642124,LG,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,6.13,,0.00,,5,,,,5632.65,,,,30.67,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRONICA MENOR,23/01/2024,2642124,LG,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,1.45,,0.00,,55,,,,14649.8,,,,79.76,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,24/01/2024,2645972,L`OREAL,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,1238,,,,59245.6,,,,4002.83,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,24/01/2024,2645972,MAYBELLINE,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,5850,,,,205685.14,,,,18914.81,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,24/01/2024,2645972,GARNIER,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,6,,,,126.79,,,,19.40,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,24/01/2024,2645972,L'OREAL MAQ.,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,49,,,,2613.17,,,,158.43,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,24/01/2024,2645972,BMX,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,630,,,,24626.7,,,,2036.98,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,16/02/2024,2650469,L`OREAL,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,20,,,,152.6,,,,64.67,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,16/02/2024,2650469,GARNIER,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,273,,,,4264.05,,,,882.69,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,16/02/2024,2650444,L`OREAL,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,,0.00,,12,,,,483.36,,,,135.15,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,16/02/2024,2650444,GARNIER,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,,0.00,,12,,,,568.8,,,,135.15,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,16/02/2024,2649232,L`OREAL,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,116,,,,4191.08,,,,375.06,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,16/02/2024,2649445,L`OREAL,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,98,,,,3781.34,,,,316.86,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,16/02/2024,2649445,GARNIER,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,32,,,,1516.8,,,,103.47,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SELECTIVA,24/01/2024,2643930,KERASTASE,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,174,,,,15961.67,,,,562.59,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SELECTIVA,24/01/2024,2645444,KERASTASE,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,18,,,,1528.29,,,,58.20,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SELECTIVA,24/01/2024,2643931,LOREAL PROFESSIONNEL,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,,0.00,,12,,,,874.2,,,,135.15,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SELECTIVA,24/01/2024,2643931,REDKEN,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,,0.00,,6,,,,483.6,,,,67.57,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SELECTIVA,24/01/2024,2643931,KERASTASE,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,,0.00,,18,,,,1332.12,,,,202.72,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SELECTIVA,16/02/2024,2650809,KERASTASE,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,69,,,,7299.76,,,,223.10,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SELECTIVA,16/02/2024,2649422,KERASTASE,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,,0.00,131,,,,12474.25,,,,423.56,,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SELECTIVA,16/02/2024,2649437,REDKEN,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,,0.00,,12,,,,1022.52,,,,135.15,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SELECTIVA,16/02/2024,2649437,KERASTASE,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,,0.00,,61,,,,4794.95,,,,687.00,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SELECTIVA,16/02/2024,2648989,REDKEN,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,,0.00,,40,,,,2240,,,,450.49,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,6/02/2024,2649069,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,0.20,,0.00,,30,,,,1983,,,,5.86,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,6/02/2024,2649069,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,0.20,,0.00,,10,,,,661,,,,1.95,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,6/02/2024,2649069,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,1.07,,0.00,,380,,,,18679.32,,,,408.18,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,6/02/2024,2649070,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,0.20,0.00,,0.00,1205,,,,52768.85,,,,235.34,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,6/02/2024,2649070,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.20,0.00,,0.00,1165,,,,39522.35,,,,227.52,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,6/02/2024,2649070,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,,0.00,2289,,,,106582.44,,,,596.06,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,2/02/2024,2647686,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,0.20,,0.00,,295,,,,12299,,,,57.61,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,2/02/2024,2647687,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,0.20,0.00,,0.00,4355,,,,171987.95,,,,850.53,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,2/02/2024,2647687,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.20,0.00,,0.00,115,,,,4065.25,,,,22.46,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,2/02/2024,2647687,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,,0.00,90,,,,11943.9,,,,23.44,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,2/02/2024,2647697,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,0.20,0.00,,0.00,108,,,,3162.34,,,,21.09,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,2/02/2024,2647697,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.20,0.00,,0.00,1302,,,,39359.46,,,,254.28,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,2/02/2024,2647697,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,,0.00,2714,,,,146980.78,,,,706.73,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,2/02/2024,2647697,ADIDAS,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.50,0.00,,0.00,50,,,,2023.5,,,,24.96,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,2/02/2024,2647696,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,1.07,,0.00,,140,,,,8741,,,,150.38,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650716,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,0.20,,0.00,,240,,,,14018.3,,,,46.87,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650716,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,0.20,,0.00,,15,,,,837.7,,,,2.93,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650719,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,0.20,0.00,,0.00,81,,,,2448.63,,,,15.82,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650719,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.20,0.00,,0.00,1064,,,,32164.72,,,,207.80,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650719,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,,0.00,3143,,,,180914.66,,,,818.44,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650719,ADIDAS,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.50,0.00,,0.00,30,,,,1521.6,,,,14.97,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650718,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,1.07,,0.00,,400,,,,25875.7,,,,429.66,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650718,ADIDAS,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,1.83,,0.00,,20,,,,1014.4,,,,36.67,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650717,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,0.20,0.00,,0.00,2595,,,,124758.75,,,,506.80,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650717,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.20,0.00,,0.00,235,,,,12226.8,,,,45.90,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,14/02/2024,2650717,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.20,0.00,,0.00,15,,,,684,,,,2.93,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,26/01/2024,2647506,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,,0.00,2,,,,357.64,,,,0.78,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,24/01/2024,2646474,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,,0.00,1164,,,,161359.68,,,,454.66,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,13/02/2024,2650449,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,,0.00,,132,,,,19792.44,,,,224.86,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,13/02/2024,2650450,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,,0.00,828,,,,110189.76,,,,323.42,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,3/02/2024,2648628,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,0.20,,0.00,,36,,,,6376.08,,,,7.03,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,3/02/2024,2648628,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,,0.00,,876,,,,130642.44,,,,1492.22,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,2/02/2024,2648629,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.20,0.00,,0.00,132,,,,23297.04,,,,25.78,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,2/02/2024,2648629,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,,0.00,5772,,,,694012.92,,,,2254.54,,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,30/01/2024,2647828,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,,0.00,,72,,,,9555.12,,,,122.65,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,30/01/2024,2647829,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,,0.00,600,,,,79626,,,,234.36,,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO JUVENIL URBANO,13/02/2024,2650526,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,,0.00,1728,,,,159225.84,,,,674.96,,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO JUVENIL URBANO,13/02/2024,2650525,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,PICK,0.00,1.70,,0.00,,312,,,,29599.56,,,,531.48,,
